<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.09.22	12:00:00	1.06463	1.06486	1.06341	1.06384	1760	0	0
2023.09.22	13:00:00	1.06384	1.06473	1.06347	1.06357	1769	0	0
2023.09.22	14:00:00	1.06356	1.06421	1.06356	1.06364	1556	0	0
2023.09.22	15:00:00	1.06364	1.06607	1.06364	1.06556	2992	0	0
2023.09.22	16:00:00	1.06556	1.06621	1.06422	1.06607	4591	0	0
2023.09.22	17:00:00	1.06607	1.06718	1.06573	1.06582	3724	0	0
2023.09.22	18:00:00	1.06582	1.06653	1.06536	1.06593	1980	0	0
2023.09.22	19:00:00	1.06595	1.06616	1.06550	1.06556	1064	0	0
2023.09.22	20:00:00	1.06557	1.06614	1.06517	1.06519	1036	0	0
2023.09.22	21:00:00	1.06519	1.06527	1.06394	1.06469	1173	0	0
2023.09.22	22:00:00	1.06469	1.06512	1.06436	1.06436	1351	0	0
2023.09.22	23:00:00	1.06436	1.06472	1.06416	1.06436	1081	0	0
2023.09.25	00:00:00	1.06496	1.06512	1.06387	1.06447	325	0	8
2023.09.25	01:00:00	1.06441	1.06517	1.06441	1.06490	721	0	0
2023.09.25	02:00:00	1.06491	1.06518	1.06473	1.06483	545	0	0
2023.09.25	03:00:00	1.06483	1.06556	1.06480	1.06545	878	0	0
2023.09.25	04:00:00	1.06545	1.06551	1.06444	1.06467	809	0	0
2023.09.25	05:00:00	1.06467	1.06495	1.06430	1.06491	785	0	0
2023.09.25	06:00:00	1.06491	1.06507	1.06476	1.06481	633	0	0
2023.09.25	07:00:00	1.06481	1.06505	1.06457	1.06489	441	0	0
2023.09.25	08:00:00	1.06489	1.06502	1.06421	1.06440	770	0	0
2023.09.25	09:00:00	1.06440	1.06533	1.06427	1.06463	1441	0	0
2023.09.25	10:00:00	1.06463	1.06529	1.06317	1.06380	2324	0	0
2023.09.25	11:00:00	1.06380	1.06431	1.06242	1.06257	3272	0	0
2023.09.25	12:00:00	1.06257	1.06369	1.06240	1.06348	2040	0	0
2023.09.25	13:00:00	1.06348	1.06417	1.06340	1.06372	1365	0	0
2023.09.25	14:00:00	1.06375	1.06435	1.06294	1.06306	1343	0	0
2023.09.25	15:00:00	1.06304	1.06347	1.06192	1.06221	2251	0	0
2023.09.25	16:00:00	1.06221	1.06244	1.05959	1.06020	3696	0	0
2023.09.25	17:00:00	1.06020	1.06071	1.05754	1.05775	4471	0	0
2023.09.25	18:00:00	1.05775	1.05929	1.05760	1.05901	2489	0	0
2023.09.25	19:00:00	1.05901	1.05963	1.05876	1.05892	1539	0	0
2023.09.25	20:00:00	1.05893	1.05975	1.05888	1.05948	1111	0	0
2023.09.25	21:00:00	1.05949	1.05988	1.05857	1.05870	952	0	0
2023.09.25	22:00:00	1.05871	1.05934	1.05855	1.05928	1071	0	0
2023.09.25	23:00:00	1.05928	1.05947	1.05910	1.05921	649	0	0
2023.09.26	00:00:00	1.05930	1.05934	1.05887	1.05912	423	0	0
2023.09.26	01:00:00	1.05910	1.05966	1.05910	1.05940	775	0	0
2023.09.26	02:00:00	1.05940	1.05953	1.05913	1.05914	415	0	0
2023.09.26	03:00:00	1.05914	1.05920	1.05808	1.05844	1134	0	0
2023.09.26	04:00:00	1.05844	1.05878	1.05834	1.05865	1254	0	0
2023.09.26	05:00:00	1.05865	1.05875	1.05800	1.05802	982	0	0
2023.09.26	06:00:00	1.05802	1.05866	1.05785	1.05860	761	0	0
2023.09.26	07:00:00	1.05860	1.05929	1.05845	1.05927	543	0	0
2023.09.26	08:00:00	1.05927	1.05930	1.05822	1.05878	1005	0	0
2023.09.26	09:00:00	1.05876	1.05889	1.05711	1.05716	2089	0	0
2023.09.26	10:00:00	1.05716	1.05888	1.05700	1.05849	3158	0	0
2023.09.26	11:00:00	1.05850	1.06000	1.05827	1.05961	2754	0	0
2023.09.26	12:00:00	1.05961	1.06031	1.05933	1.05974	1880	0	0
2023.09.26	13:00:00	1.05974	1.06015	1.05933	1.05961	1478	0	0
2023.09.26	14:00:00	1.05961	1.06034	1.05896	1.05995	2025	0	0
2023.09.26	15:00:00	1.05993	1.06090	1.05985	1.06057	3004	0	0
2023.09.26	16:00:00	1.06057	1.06065	1.05855	1.05923	3700	0	0
2023.09.26	17:00:00	1.05923	1.05988	1.05782	1.05838	5274	0	0
2023.09.26	18:00:00	1.05837	1.05845	1.05677	1.05726	3126	0	0
2023.09.26	19:00:00	1.05727	1.05768	1.05682	1.05692	1678	0	0
2023.09.26	20:00:00	1.05692	1.05764	1.05672	1.05709	1201	0	0
2023.09.26	21:00:00	1.05710	1.05716	1.05621	1.05664	1221	0	0
2023.09.26	22:00:00	1.05664	1.05719	1.05645	1.05701	1199	0	0
2023.09.26	23:00:00	1.05701	1.05754	1.05697	1.05722	1117	0	0
2023.09.27	00:00:00	1.05677	1.05723	1.05677	1.05708	140	0	0
2023.09.27	01:00:00	1.05708	1.05744	1.05698	1.05717	498	0	0
2023.09.27	02:00:00	1.05717	1.05735	1.05680	1.05694	621	0	0
2023.09.27	03:00:00	1.05694	1.05723	1.05564	1.05602	1034	0	0
2023.09.27	04:00:00	1.05603	1.05703	1.05592	1.05698	1590	0	0
2023.09.27	05:00:00	1.05698	1.05700	1.05593	1.05648	1005	0	0
2023.09.27	06:00:00	1.05648	1.05652	1.05599	1.05624	765	0	0
2023.09.27	07:00:00	1.05623	1.05635	1.05572	1.05602	1027	0	0
2023.09.27	08:00:00	1.05602	1.05642	1.05549	1.05602	1469	0	0
2023.09.27	09:00:00	1.05602	1.05707	1.05573	1.05692	2106	0	0
2023.09.27	10:00:00	1.05693	1.05742	1.05646	1.05652	2639	0	0
2023.09.27	11:00:00	1.05653	1.05698	1.05573	1.05599	2246	0	0
2023.09.27	12:00:00	1.05599	1.05638	1.05531	1.05600	2031	0	0
2023.09.27	13:00:00	1.05600	1.05620	1.05527	1.05543	1678	0	0
2023.09.27	14:00:00	1.05543	1.05548	1.05345	1.05396	2693	0	0
2023.09.27	15:00:00	1.05396	1.05516	1.05350	1.05467	4504	0	0
2023.09.27	16:00:00	1.05464	1.05489	1.05122	1.05203	4622	0	0
2023.09.27	17:00:00	1.05203	1.05260	1.05084	1.05089	4922	0	0
2023.09.27	18:00:00	1.05089	1.05241	1.05081	1.05089	4087	0	0
2023.09.27	19:00:00	1.05092	1.05098	1.05008	1.05029	2728	0	0
2023.09.27	20:00:00	1.05029	1.05107	1.04905	1.04989	3428	0	0
2023.09.27	21:00:00	1.04989	1.05094	1.04882	1.05071	3429	0	0
2023.09.27	22:00:00	1.05070	1.05189	1.05013	1.05059	2821	0	0
2023.09.27	23:00:00	1.05060	1.05060	1.04984	1.05032	1132	0	0
2023.09.28	00:00:00	1.05007	1.05090	1.05006	1.05054	778	0	0
2023.09.28	01:00:00	1.05049	1.05076	1.05033	1.05036	484	0	0
2023.09.28	02:00:00	1.05036	1.05070	1.05025	1.05054	564	0	0
2023.09.28	03:00:00	1.05054	1.05153	1.05052	1.05152	1485	0	0
2023.09.28	04:00:00	1.05152	1.05162	1.05096	1.05106	1575	0	0
2023.09.28	05:00:00	1.05106	1.05118	1.04988	1.04997	883	0	0
2023.09.28	06:00:00	1.04997	1.05056	1.04992	1.05041	860	0	0
2023.09.28	07:00:00	1.05041	1.05060	1.04970	1.05043	949	0	0
2023.09.28	08:00:00	1.05042	1.05097	1.04960	1.05090	1514	0	0
2023.09.28	09:00:00	1.05087	1.05091	1.04910	1.04952	2515	0	0
2023.09.28	10:00:00	1.04953	1.05190	1.04942	1.05085	4024	0	0
2023.09.28	11:00:00	1.05094	1.05244	1.05048	1.05167	3579	0	0
2023.09.28	12:00:00	1.05170	1.05415	1.05153	1.05395	3758	0	0
2023.09.28	13:00:00	1.05395	1.05419	1.05318	1.05398	2226	0	0
2023.09.28	14:00:00	1.05398	1.05484	1.05371	1.05414	2126	0	0
2023.09.28	15:00:00	1.05415	1.05574	1.05180	1.05181	7686	0	0
2023.09.28	16:00:00	1.05180	1.05548	1.05178	1.05496	8193	0	0
2023.09.28	17:00:00	1.05494	1.05678	1.05457	1.05630	5591	0	0
2023.09.28	18:00:00	1.05629	1.05789	1.05581	1.05762	3977	0	0
2023.09.28	19:00:00	1.05763	1.05785	1.05562	1.05579	2634	0	0
2023.09.28	20:00:00	1.05580	1.05642	1.05502	1.05509	2563	0	0
2023.09.28	21:00:00	1.05509	1.05645	1.05499	1.05550	1905	0	0
2023.09.28	22:00:00	1.05552	1.05644	1.05526	1.05641	1812	0	0
2023.09.28	23:00:00	1.05641	1.05673	1.05628	1.05661	999	0	0
2023.09.29	00:00:00	1.05572	1.05660	1.05572	1.05637	455	0	0
2023.09.29	01:00:00	1.05638	1.05675	1.05638	1.05649	424	0	0
2023.09.29	02:00:00	1.05649	1.05651	1.05620	1.05622	349	0	0
2023.09.29	03:00:00	1.05622	1.05648	1.05582	1.05642	783	0	0
2023.09.29	04:00:00	1.05642	1.05761	1.05620	1.05738	1170	0	0
2023.09.29	05:00:00	1.05738	1.05828	1.05737	1.05793	922	0	0
2023.09.29	06:00:00	1.05792	1.05804	1.05754	1.05755	626	0	0
2023.09.29	07:00:00	1.05755	1.05814	1.05751	1.05801	457	0	0
2023.09.29	08:00:00	1.05801	1.05861	1.05757	1.05765	1004	0	0
2023.09.29	09:00:00	1.05766	1.05920	1.05743	1.05901	3349	0	0
2023.09.29	10:00:00	1.05899	1.06107	1.05881	1.06064	3762	0	0
2023.09.29	11:00:00	1.06066	1.06166	1.05994	1.06095	3847	0	0
2023.09.29	12:00:00	1.06082	1.06171	1.06040	1.06144	2966	0	0
2023.09.29	13:00:00	1.06144	1.06164	1.06066	1.06091	2274	0	0
2023.09.29	14:00:00	1.06092	1.06112	1.05901	1.05943	2678	0	0
2023.09.29	15:00:00	1.05943	1.06104	1.05882	1.05999	5753	0	0
2023.09.29	16:00:00	1.05998	1.06074	1.05746	1.05808	5822	0	0
2023.09.29	17:00:00	1.05802	1.05928	1.05700	1.05871	6421	0	0
2023.09.29	18:00:00	1.05870	1.05905	1.05729	1.05834	4883	0	0
2023.09.29	19:00:00	1.05834	1.05869	1.05746	1.05777	2854	0	0
2023.09.29	20:00:00	1.05776	1.05777	1.05641	1.05651	2421	0	0
2023.09.29	21:00:00	1.05650	1.05800	1.05641	1.05777	1887	0	0
2023.09.29	22:00:00	1.05778	1.05792	1.05700	1.05724	2158	0	0
2023.09.29	23:00:00	1.05724	1.05760	1.05694	1.05739	1811	0	0
2023.10.02	00:00:00	1.05654	1.05722	1.05614	1.05667	314	0	2
2023.10.02	01:00:00	1.05667	1.05710	1.05577	1.05591	1074	0	0
2023.10.02	02:00:00	1.05591	1.05648	1.05579	1.05642	721	0	0
2023.10.02	03:00:00	1.05644	1.05684	1.05623	1.05641	1186	0	0
2023.10.02	04:00:00	1.05641	1.05704	1.05641	1.05680	764	0	0
2023.10.02	05:00:00	1.05680	1.05708	1.05679	1.05680	618	0	0
2023.10.02	06:00:00	1.05680	1.05703	1.05679	1.05697	580	0	0
2023.10.02	07:00:00	1.05698	1.05713	1.05682	1.05688	398	0	0
2023.10.02	08:00:00	1.05688	1.05694	1.05602	1.05618	869	0	0
2023.10.02	09:00:00	1.05611	1.05896	1.05609	1.05896	2647	0	0
2023.10.02	10:00:00	1.05895	1.05918	1.05714	1.05725	3095	0	0
2023.10.02	11:00:00	1.05725	1.05782	1.05600	1.05622	2510	0	0
2023.10.02	12:00:00	1.05620	1.05627	1.05348	1.05392	2837	0	0
2023.10.02	13:00:00	1.05391	1.05437	1.05338	1.05395	2219	0	0
2023.10.02	14:00:00	1.05397	1.05425	1.05303	1.05313	2328	0	0
2023.10.02	15:00:00	1.05314	1.05376	1.05249	1.05294	3274	0	0
2023.10.02	16:00:00	1.05294	1.05326	1.05151	1.05159	4534	0	0
2023.10.02	17:00:00	1.05131	1.05273	1.04923	1.04954	8131	0	0
2023.10.02	18:00:00	1.04957	1.05127	1.04957	1.04989	4530	0	0
2023.10.02	19:00:00	1.04989	1.04994	1.04883	1.04892	2829	0	0
2023.10.02	20:00:00	1.04892	1.05052	1.04891	1.04959	2167	0	0
2023.10.02	21:00:00	1.04959	1.05024	1.04906	1.04927	1951	0	0
2023.10.02	22:00:00	1.04927	1.04941	1.04807	1.04811	2114	0	0
2023.10.02	23:00:00	1.04811	1.04827	1.04775	1.04776	1058	0	0
2023.10.03	00:00:00	1.04774	1.04796	1.04774	1.04787	207	0	0
2023.10.03	01:00:00	1.04798	1.04827	1.04766	1.04767	824	0	0
2023.10.03	02:00:00	1.04767	1.04827	1.04754	1.04799	695	0	0
2023.10.03	03:00:00	1.04799	1.04805	1.04645	1.04725	1789	0	0
2023.10.03	04:00:00	1.04725	1.04748	1.04677	1.04713	1328	0	0
2023.10.03	05:00:00	1.04714	1.04715	1.04639	1.04666	1135	0	0
2023.10.03	06:00:00	1.04666	1.04707	1.04653	1.04684	813	0	0
2023.10.03	07:00:00	1.04685	1.04704	1.04599	1.04634	1120	0	0
2023.10.03	08:00:00	1.04634	1.04662	1.04608	1.04658	1258	0	0
2023.10.03	09:00:00	1.04657	1.04747	1.04624	1.04730	2627	0	0
2023.10.03	10:00:00	1.04730	1.04843	1.04691	1.04825	2946	0	0
2023.10.03	11:00:00	1.04825	1.04935	1.04784	1.04853	2876	0	0
2023.10.03	12:00:00	1.04853	1.04912	1.04805	1.04839	2334	0	0
2023.10.03	13:00:00	1.04839	1.04855	1.04755	1.04760	2039	0	0
2023.10.03	14:00:00	1.04760	1.04815	1.04693	1.04735	2719	0	0
2023.10.03	15:00:00	1.04735	1.04788	1.04620	1.04661	3844	0	0
2023.10.03	16:00:00	1.04662	1.04859	1.04640	1.04809	4927	0	0
2023.10.03	17:00:00	1.04809	1.04828	1.04497	1.04758	13598	0	0
2023.10.03	18:00:00	1.04756	1.04758	1.04483	1.04525	5583	0	0
2023.10.03	19:00:00	1.04525	1.04725	1.04518	1.04623	3550	0	0
2023.10.03	20:00:00	1.04622	1.04750	1.04621	1.04692	2493	0	0
2023.10.03	21:00:00	1.04692	1.04796	1.04595	1.04747	2431	0	0
2023.10.03	22:00:00	1.04747	1.04785	1.04706	1.04715	1974	0	0
2023.10.03	23:00:00	1.04713	1.04737	1.04646	1.04662	1059	0	0
2023.10.04	00:00:00	1.04596	1.04679	1.04596	1.04650	337	0	1
2023.10.04	01:00:00	1.04650	1.04679	1.04644	1.04648	499	0	0
2023.10.04	02:00:00	1.04648	1.04697	1.04631	1.04686	503	0	0
2023.10.04	03:00:00	1.04686	1.04756	1.04657	1.04715	1175	0	0
2023.10.04	04:00:00	1.04715	1.04720	1.04604	1.04669	1643	0	0
2023.10.04	05:00:00	1.04669	1.04683	1.04600	1.04634	1069	0	0
2023.10.04	06:00:00	1.04634	1.04666	1.04573	1.04592	642	0	0
2023.10.04	07:00:00	1.04592	1.04699	1.04584	1.04699	886	0	0
2023.10.04	08:00:00	1.04699	1.04740	1.04669	1.04682	1026	0	0
2023.10.04	09:00:00	1.04685	1.04694	1.04543	1.04605	2104	0	0
2023.10.04	10:00:00	1.04605	1.04856	1.04515	1.04847	3833	0	0
2023.10.04	11:00:00	1.04846	1.04888	1.04791	1.04862	3142	0	0
2023.10.04	12:00:00	1.04862	1.05042	1.04848	1.04984	2581	0	0
2023.10.04	13:00:00	1.04979	1.05114	1.04956	1.05034	2349	0	0
2023.10.04	14:00:00	1.05034	1.05165	1.04980	1.04980	3083	0	0
2023.10.04	15:00:00	1.04980	1.05323	1.04963	1.05254	7384	0	0
2023.10.04	16:00:00	1.05254	1.05260	1.05054	1.05068	4762	0	0
2023.10.04	17:00:00	1.05071	1.05120	1.04831	1.04929	8140	0	0
2023.10.04	18:00:00	1.04929	1.05201	1.04904	1.05178	4754	0	0
2023.10.04	19:00:00	1.05178	1.05219	1.05110	1.05124	2737	0	0
2023.10.04	20:00:00	1.05122	1.05130	1.05010	1.05029	2287	0	0
2023.10.04	21:00:00	1.05029	1.05071	1.04980	1.05032	2353	0	0
2023.10.04	22:00:00	1.05033	1.05195	1.05018	1.05154	2044	0	0
2023.10.04	23:00:00	1.05154	1.05160	1.05030	1.05039	981	0	0
2023.10.05	00:00:00	1.05035	1.05073	1.05035	1.05061	599	0	0
2023.10.05	01:00:00	1.05071	1.05086	1.05054	1.05063	466	0	0
2023.10.05	02:00:00	1.05063	1.05093	1.05052	1.05071	675	0	0
2023.10.05	03:00:00	1.05069	1.05221	1.05022	1.05203	1385	0	0
2023.10.05	04:00:00	1.05203	1.05289	1.05201	1.05286	1892	0	0
2023.10.05	05:00:00	1.05286	1.05290	1.05210	1.05232	1052	0	0
2023.10.05	06:00:00	1.05232	1.05286	1.05215	1.05251	992	0	0
2023.10.05	07:00:00	1.05251	1.05265	1.05207	1.05207	923	0	0
2023.10.05	08:00:00	1.05207	1.05262	1.05168	1.05175	1251	0	0
2023.10.05	09:00:00	1.05179	1.05210	1.05048	1.05071	2167	0	0
2023.10.05	10:00:00	1.05070	1.05145	1.05016	1.05088	3500	0	0
2023.10.05	11:00:00	1.05088	1.05203	1.05029	1.05042	3530	0	0
2023.10.05	12:00:00	1.05043	1.05164	1.05034	1.05078	2370	0	0
2023.10.05	13:00:00	1.05079	1.05231	1.05052	1.05190	2414	0	0
2023.10.05	14:00:00	1.05190	1.05254	1.05112	1.05238	2797	0	0
2023.10.05	15:00:00	1.05237	1.05298	1.05000	1.05147	5230	0	0
2023.10.05	16:00:00	1.05147	1.05320	1.05080	1.05251	6443	0	0
2023.10.05	17:00:00	1.05252	1.05331	1.05127	1.05303	5833	0	0
2023.10.05	18:00:00	1.05303	1.05375	1.05204	1.05258	4628	0	0
2023.10.05	19:00:00	1.05259	1.05400	1.05242	1.05359	3274	0	0
2023.10.05	20:00:00	1.05359	1.05399	1.05290	1.05379	2162	0	0
2023.10.05	21:00:00	1.05385	1.05516	1.05385	1.05510	2000	0	0
2023.10.05	22:00:00	1.05510	1.05516	1.05448	1.05495	1425	0	0
2023.10.05	23:00:00	1.05495	1.05517	1.05480	1.05507	882	0	0
2023.10.06	00:00:00	1.05388	1.05500	1.05388	1.05480	319	0	0
2023.10.06	01:00:00	1.05480	1.05508	1.05480	1.05484	255	0	0
2023.10.06	02:00:00	1.05484	1.05487	1.05462	1.05464	332	0	0
2023.10.06	03:00:00	1.05463	1.05481	1.05415	1.05418	1088	0	0
2023.10.06	04:00:00	1.05418	1.05447	1.05384	1.05432	1383	0	0
2023.10.06	05:00:00	1.05432	1.05475	1.05414	1.05448	1002	0	0
2023.10.06	06:00:00	1.05448	1.05464	1.05404	1.05425	966	0	0
2023.10.06	07:00:00	1.05425	1.05445	1.05400	1.05406	598	0	0
2023.10.06	08:00:00	1.05405	1.05418	1.05335	1.05351	988	0	0
2023.10.06	09:00:00	1.05349	1.05403	1.05315	1.05347	1982	0	0
2023.10.06	10:00:00	1.05347	1.05510	1.05341	1.05500	3068	0	0
2023.10.06	11:00:00	1.05500	1.05533	1.05421	1.05483	3123	0	0
2023.10.06	12:00:00	1.05482	1.05575	1.05459	1.05528	2281	0	0
2023.10.06	13:00:00	1.05528	1.05634	1.05528	1.05548	2104	0	0
2023.10.06	14:00:00	1.05549	1.05673	1.05506	1.05660	2307	0	0
2023.10.06	15:00:00	1.05659	1.05684	1.04826	1.04964	10963	0	0
2023.10.06	16:00:00	1.04968	1.05227	1.04884	1.05120	10717	0	0
2023.10.06	17:00:00	1.05126	1.05555	1.05053	1.05378	9243	0	0
2023.10.06	18:00:00	1.05379	1.05999	1.05360	1.05948	7699	0	0
2023.10.06	19:00:00	1.05948	1.05953	1.05756	1.05792	4520	0	0
2023.10.06	20:00:00	1.05792	1.05924	1.05772	1.05882	2580	0	0
2023.10.06	21:00:00	1.05882	1.05994	1.05870	1.05934	1549	0	0
2023.10.06	22:00:00	1.05934	1.05963	1.05888	1.05897	1845	0	0
2023.10.06	23:00:00	1.05897	1.05897	1.05821	1.05857	1042	0	0
2023.10.09	00:00:00	1.05494	1.05558	1.05489	1.05540	334	0	13
2023.10.09	01:00:00	1.05553	1.05630	1.05505	1.05581	2340	0	0
2023.10.09	02:00:00	1.05581	1.05684	1.05581	1.05662	1336	0	0
2023.10.09	03:00:00	1.05662	1.05744	1.05622	1.05736	1672	0	0
2023.10.09	04:00:00	1.05735	1.05742	1.05570	1.05633	1753	0	0
2023.10.09	05:00:00	1.05633	1.05655	1.05589	1.05615	1024	0	0
2023.10.09	06:00:00	1.05614	1.05615	1.05517	1.05522	737	0	0
2023.10.09	07:00:00	1.05523	1.05545	1.05479	1.05501	875	0	0
2023.10.09	08:00:00	1.05501	1.05568	1.05501	1.05537	1091	0	0
2023.10.09	09:00:00	1.05542	1.05586	1.05315	1.05370	3343	0	0
2023.10.09	10:00:00	1.05370	1.05396	1.05195	1.05231	4287	0	0
2023.10.09	11:00:00	1.05231	1.05418	1.05202	1.05416	3006	0	0
2023.10.09	12:00:00	1.05418	1.05451	1.05309	1.05335	2213	0	0
2023.10.09	13:00:00	1.05335	1.05338	1.05236	1.05282	1843	0	0
2023.10.09	14:00:00	1.05283	1.05404	1.05269	1.05283	1946	0	0
2023.10.09	15:00:00	1.05281	1.05361	1.05226	1.05331	3538	0	0
2023.10.09	16:00:00	1.05329	1.05548	1.05326	1.05530	5276	0	0
2023.10.09	17:00:00	1.05530	1.05577	1.05372	1.05454	4606	0	0
2023.10.09	18:00:00	1.05454	1.05529	1.05393	1.05397	2594	0	0
2023.10.09	19:00:00	1.05397	1.05440	1.05346	1.05354	1851	0	0
2023.10.09	20:00:00	1.05357	1.05649	1.05353	1.05633	2353	0	0
2023.10.09	21:00:00	1.05633	1.05674	1.05602	1.05643	2175	0	0
2023.10.09	22:00:00	1.05643	1.05702	1.05642	1.05693	2112	0	0
2023.10.09	23:00:00	1.05690	1.05722	1.05650	1.05665	1253	0	0
2023.10.10	00:00:00	1.05596	1.05682	1.05596	1.05655	1485	0	0
2023.10.10	01:00:00	1.05652	1.05718	1.05652	1.05689	396	0	0
2023.10.10	02:00:00	1.05689	1.05797	1.05681	1.05786	793	0	0
2023.10.10	03:00:00	1.05786	1.05836	1.05708	1.05728	2226	0	0
2023.10.10	04:00:00	1.05728	1.05807	1.05707	1.05731	2274	0	0
2023.10.10	05:00:00	1.05731	1.05770	1.05666	1.05671	1209	0	0
2023.10.10	06:00:00	1.05670	1.05703	1.05661	1.05696	967	0	0
2023.10.10	07:00:00	1.05696	1.05696	1.05606	1.05614	863	0	0
2023.10.10	08:00:00	1.05614	1.05669	1.05588	1.05615	1241	0	0
2023.10.10	09:00:00	1.05618	1.05691	1.05547	1.05614	3607	0	0
2023.10.10	10:00:00	1.05613	1.05724	1.05544	1.05718	4517	0	0
2023.10.10	11:00:00	1.05719	1.06096	1.05699	1.06044	5082	0	0
2023.10.10	12:00:00	1.06043	1.06111	1.05974	1.06020	3750	0	0
2023.10.10	13:00:00	1.06020	1.06047	1.05908	1.05922	2565	0	0
2023.10.10	14:00:00	1.05920	1.05920	1.05719	1.05757	3234	0	0
2023.10.10	15:00:00	1.05757	1.05953	1.05743	1.05935	5129	0	0
2023.10.10	16:00:00	1.05930	1.05968	1.05846	1.05942	5649	0	0
2023.10.10	17:00:00	1.05944	1.06066	1.05892	1.05972	5485	0	0
2023.10.10	18:00:00	1.05972	1.06197	1.05961	1.06172	3957	0	0
2023.10.10	19:00:00	1.06172	1.06197	1.06095	1.06172	2772	0	0
2023.10.10	20:00:00	1.06172	1.06185	1.05935	1.05949	3154	0	0
2023.10.10	21:00:00	1.05949	1.06011	1.05926	1.05986	2547	0	0
2023.10.10	22:00:00	1.05988	1.06064	1.05938	1.06047	1800	0	0
2023.10.10	23:00:00	1.06048	1.06064	1.06021	1.06049	1109	0	0
2023.10.11	00:00:00	1.06009	1.06068	1.06006	1.06045	718	0	1
2023.10.11	01:00:00	1.06041	1.06069	1.06032	1.06054	281	0	0
2023.10.11	02:00:00	1.06054	1.06097	1.06035	1.06043	441	0	0
2023.10.11	03:00:00	1.06043	1.06143	1.06043	1.06107	1352	0	0
2023.10.11	04:00:00	1.06107	1.06123	1.06014	1.06082	1533	0	0
2023.10.11	05:00:00	1.06082	1.06099	1.06022	1.06077	1125	0	0
2023.10.11	06:00:00	1.06077	1.06082	1.06038	1.06048	759	0	0
2023.10.11	07:00:00	1.06048	1.06077	1.06028	1.06029	632	0	0
2023.10.11	08:00:00	1.06029	1.06104	1.06006	1.06017	1006	0	0
2023.10.11	09:00:00	1.06014	1.06145	1.05992	1.06104	2007	0	0
2023.10.11	10:00:00	1.06103	1.06286	1.05953	1.05999	4777	0	0
2023.10.11	11:00:00	1.06000	1.06137	1.05933	1.06085	4385	0	0
2023.10.11	12:00:00	1.06085	1.06147	1.06043	1.06044	2857	0	0
2023.10.11	13:00:00	1.06044	1.06066	1.05979	1.06019	2410	0	0
2023.10.11	14:00:00	1.06019	1.06087	1.05965	1.06039	2513	0	0
2023.10.11	15:00:00	1.06039	1.06145	1.05805	1.06145	6878	0	0
2023.10.11	16:00:00	1.06145	1.06347	1.06065	1.06289	6346	0	0
2023.10.11	17:00:00	1.06289	1.06346	1.06184	1.06241	5485	0	0
2023.10.11	18:00:00	1.06241	1.06247	1.06102	1.06127	3678	0	0
2023.10.11	19:00:00	1.06124	1.06129	1.05995	1.06074	2600	0	0
2023.10.11	20:00:00	1.06074	1.06098	1.05850	1.05928	2453	0	0
2023.10.11	21:00:00	1.05928	1.06085	1.05911	1.06072	3257	0	0
2023.10.11	22:00:00	1.06071	1.06157	1.06071	1.06125	1816	0	0
2023.10.11	23:00:00	1.06125	1.06203	1.06116	1.06191	1005	0	0
2023.10.12	00:00:00	1.06072	1.06197	1.06070	1.06189	455	0	3
2023.10.12	01:00:00	1.06195	1.06218	1.06187	1.06193	443	0	0
2023.10.12	02:00:00	1.06193	1.06256	1.06190	1.06235	503	0	0
2023.10.12	03:00:00	1.06235	1.06280	1.06201	1.06224	1095	0	0
2023.10.12	04:00:00	1.06225	1.06269	1.06202	1.06248	1122	0	0
2023.10.12	05:00:00	1.06248	1.06259	1.06204	1.06239	889	0	0
2023.10.12	06:00:00	1.06239	1.06291	1.06207	1.06288	784	0	0
2023.10.12	07:00:00	1.06288	1.06318	1.06272	1.06310	636	0	0
2023.10.12	08:00:00	1.06310	1.06337	1.06295	1.06314	893	0	0
2023.10.12	09:00:00	1.06315	1.06398	1.06278	1.06356	2470	0	0
2023.10.12	10:00:00	1.06355	1.06361	1.06200	1.06200	2729	0	0
2023.10.12	11:00:00	1.06199	1.06268	1.06194	1.06265	2044	0	0
2023.10.12	12:00:00	1.06268	1.06274	1.06161	1.06181	1713	0	0
2023.10.12	13:00:00	1.06182	1.06268	1.06170	1.06185	1578	0	0
2023.10.12	14:00:00	1.06187	1.06201	1.06132	1.06195	1718	0	0
2023.10.12	15:00:00	1.06194	1.06261	1.05719	1.05818	9216	0	0
2023.10.12	16:00:00	1.05818	1.05862	1.05475	1.05496	8436	0	0
2023.10.12	17:00:00	1.05496	1.05627	1.05446	1.05557	6058	0	0
2023.10.12	18:00:00	1.05557	1.05601	1.05455	1.05520	4108	0	0
2023.10.12	19:00:00	1.05521	1.05610	1.05463	1.05485	2620	0	0
2023.10.12	20:00:00	1.05485	1.05490	1.05324	1.05345	4188	0	0
2023.10.12	21:00:00	1.05344	1.05371	1.05257	1.05267	2509	0	0
2023.10.12	22:00:00	1.05268	1.05340	1.05266	1.05307	1937	0	0
2023.10.12	23:00:00	1.05308	1.05314	1.05277	1.05281	760	0	0
2023.10.13	00:00:00	1.05271	1.05304	1.05271	1.05301	345	0	0
2023.10.13	01:00:00	1.05310	1.05320	1.05296	1.05316	465	0	0
